Study,Prev Score,Sleep,Practice Tests,New Score
4,47,2,1,47
5,71,5,5,70
2,53,3,3,38
6,88,4,5,78
5,52,5,2,48
4,60,5,4,53
4,63,5,4,60
5,89,5,6,88
5,57,4,3,46
6,84,4,6,78
6,79,6,6,78
4,65,5,5,71
4,71,5,6,80
4,83,5,5,78
6,96,6,7,100
4,94,5,6,94
9,95,7,9,97
7,92,5,7,100
4,72,4,5,63
6,91,7,7,90
5,70,5,4,75
2,57,3,3,53
5,74,6,5,66
3,51,3,1,50
4,90,5,7,90
4,64,3,3,52
5,84,5,3,77
5,70,4,4,64
3,49,5,2,36
5,86,6,6,78
7,91,5,8,88
6,73,5,5,79
5,90,6,6,92
3,42,2,1,37
5,85,5,7,81
3,78,4,4,77
4,47,4,0,44
4,71,4,4,71
6,82,5,7,79
4,68,4,4,57
3,61,4,3,50
5,59,5,4,61
2,45,3,1,45
6,82,5,7,75
6,88,7,7,99
3,68,3,3,55
5,81,4,6,79
5,95,6,7,96
3,56,3,2,55
5,70,4,3,64
4,92,6,6,83
3,73,4,5,61
6,77,5,6,84
5,96,5,7,100
4,76,5,6,78
2,43,3,1,37
1,41,2,0,30
4,51,2,2,38
5,74,3,3,79
4,45,3,3,33
5,95,5,6,100
5,85,6,5,93
2,47,3,1,48
4,60,3,3,47
6,92,5,6,100
5,97,4,5,92
6,85,5,4,90
4,74,6,6,77
6,87,5,7,96
2,54,3,2,54
5,46,4,3,34
5,54,3,4,54
5,84,5,5,93
5,45,3,3,43
4,86,5,5,83
4,56,5,5,55
3,43,4,1,39
5,61,4,4,49
4,71,5,4,77
6,98,4,5,100
3,61,5,2,46
4,66,5,3,55
3,85,4,4,85
4,54,4,3,50
7,99,7,8,98
5,83,6,5,77
4,90,6,6,93
3,61,4,3,48
3,67,4,3,53
4,81,4,6,76
6,77,4,6,75
7,99,7,7,100
6,96,7,6,97
2,48,4,2,33
4,73,6,5,67
5,75,3,3,62
2,48,4,2,50
4,54,4,1,52
6,84,6,6,97
4,59,4,5,47
4,47,2,3,45
5,97,6,8,100
5,67,3,2,69
6,90,6,6,86
4,58,4,5,55
6,96,6,6,98
4,55,3,2,52
4,50,3,3,52
4,81,3,3,70
4,47,2,1,41
4,72,3,5,69
1,49,3,2,37
4,57,4,4,50
4,74,4,6,69
6,82,6,5,77
6,89,6,8,90
2,42,4,1,32
6,79,4,5,80
4,66,5,3,63
4,98,5,6,89
4,67,5,5,56
6,85,4,6,84
4,45,3,1,31
4,86,4,7,83
2,53,4,1,44
4,46,5,3,40
4,49,3,1,52
4,54,3,4,47
5,70,6,5,77
3,68,3,4,73
6,81,5,4,84
6,93,7,7,100
4,56,3,2,46
4,98,6,5,100
6,90,6,6,100
3,68,4,4,73
6,88,7,7,86
4,83,5,5,72
5,54,4,3,47
4,65,5,5,71
2,51,2,0,50
2,64,3,3,62
3,80,5,5,80
2,44,3,0,32
4,43,4,2,48
5,83,5,7,78
4,87,4,4,75
3,80,3,5,66
6,96,6,7,92
5,70,5,4,69
4,42,3,2,38
7,92,7,6,88
2,42,3,3,34
5,65,3,3,71
6,89,5,7,85
4,56,3,1,56
6,99,7,7,100
4,49,4,4,41
4,41,2,3,34
6,63,6,4,71
2,50,3,2,49
3,63,3,3,52
5,74,4,5,81
4,62,5,4,64
3,71,3,2,74
2,62,4,1,48
6,73,4,5,70
4,80,4,6,82
4,58,3,2,42
4,41,4,3,29
7,99,6,6,100
7,90,7,7,100
2,41,2,3,36
4,54,5,2,43
6,95,6,6,100
5,60,4,3,51
5,74,4,6,74
4,44,2,0,32
4,82,5,6,81
4,66,4,2,65
5,63,5,2,56
2,46,3,3,36
3,45,4,1,48
5,85,6,4,87
5,72,5,3,62
7,97,5,6,100
6,88,4,6,89
4,56,4,2,42
6,85,5,5,77
4,81,6,7,80
5,69,6,4,64
2,47,3,2,47
5,79,5,4,68
4,85,4,7,82
2,46,2,3,35
3,45,4,1,40
4,43,3,2,30
4,40,4,3,33
3,54,3,2,42
5,70,5,3,59
4,64,4,5,52
5,86,4,7,79
5,72,5,2,65
5,91,4,6,97
3,74,3,3,71
5,94,7,7,92
3,44,1,0,32
3,44,2,1,42
5,75,5,4,76
4,56,4,5,62
5,92,5,7,90
7,91,5,6,97
4,53,5,5,51
7,97,6,8,100
5,68,3,3,67
2,47,4,2,45
5,73,5,6,64
5,79,4,5,75
4,40,4,3,36
5,68,5,3,65
5,75,3,5,72
6,90,5,7,98
6,76,6,5,81
5,68,4,4,75
2,44,2,1,31
7,92,6,6,87
4,71,5,3,61
6,99,5,7,100
5,91,6,4,85
3,63,4,3,48
4,58,4,5,60
3,51,3,0,42
6,91,4,5,90
3,40,2,0,32
2,46,1,0,40
3,56,5,5,50
6,73,5,4,64
5,82,4,5,88
3,46,3,1,42
4,56,2,3,56
4,98,4,6,99
3,42,3,0,36
3,68,3,4,61
3,61,3,3,58
5,77,6,6,84
7,93,5,6,99
6,82,5,6,92
4,68,3,5,74
6,89,5,7,100
6,89,6,6,88
5,93,7,6,98
3,81,5,4,70
2,44,3,3,44
4,69,3,4,56
5,62,4,6,57
6,94,6,9,95
3,60,4,3,61
5,95,7,6,100
5,65,5,2,69
6,93,6,6,96
3,86,5,6,83
3,60,3,2,63
3,59,5,4,64
4,62,3,4,63
3,43,3,3,43
4,60,4,2,63
3,60,4,1,55
3,40,2,2,22
4,54,5,5,54
4,56,3,1,43
5,90,5,7,95
3,53,5,4,51
9,98,8,7,100
5,58,5,4,60
4,89,5,7,96
4,99,4,8,100
6,73,4,5,70
2,45,3,2,35
7,84,7,8,87
4,88,5,6,84
4,45,2,3,32
6,92,6,8,100
5,93,4,7,90
2,44,1,1,29
4,46,3,2,37
3,72,3,4,77
3,52,4,1,47
4,90,4,5,88
5,93,5,5,85
4,40,4,3,45
4,52,3,1,48
4,82,4,6,73
5,66,4,3,66
3,46,3,0,28
5,91,5,8,95
1,42,1,0,27
7,97,6,7,100
3,64,3,3,66
6,72,5,6,80
6,79,6,6,78
5,56,3,3,55
6,84,7,6,83
2,53,2,1,33
6,76,6,6,76
4,97,5,8,94
5,95,4,5,100
5,93,6,6,100
2,62,4,3,51
6,98,7,6,100
3,63,5,4,58
5,68,3,2,69
4,77,4,3,69
5,98,6,7,100
5,93,7,6,90
5,66,4,3,61
6,77,5,4,68
6,92,7,6,96
5,79,4,5,82
6,84,4,6,89
5,89,4,5,87
3,62,2,1,61
5,70,5,6,74
6,75,6,5,82
3,56,5,4,57
6,76,6,4,67
4,42,4,1,36
5,75,4,5,83
6,94,5,6,100
3,44,4,0,34
5,85,5,5,82
4,54,3,1,46
4,91,6,5,94
5,88,4,7,87
3,45,4,2,35
4,98,5,7,96
2,49,2,3,49
7,93,6,7,92
4,71,3,3,63
2,62,2,2,49
4,87,5,7,81
5,56,3,4,63
5,85,4,6,90
2,59,3,2,59
4,83,4,6,78
5,80,5,6,72
3,54,3,2,44
6,83,4,6,88
4,85,4,5,80
7,97,7,9,100
4,61,5,4,52
7,89,5,7,83
4,91,5,5,89
2,45,4,3,40
3,43,1,-1,37
7,97,5,8,99
4,62,3,5,68
6,83,5,8,95
6,84,5,5,89
3,58,3,1,48
6,93,5,5,92
5,84,7,6,87
4,70,3,6,61
5,83,6,6,91
4,91,5,5,97
3,42,4,1,33
6,67,5,4,72
3,42,2,1,32
3,53,3,0,40
3,57,4,4,48
5,66,5,2,55
6,90,5,7,99
7,99,7,7,100
3,49,2,2,46
5,88,5,6,86
4,54,3,3,58
3,58,4,2,51
2,48,3,2,30
2,43,3,2,40
3,54,2,0,42
5,90,4,5,94
4,87,4,5,91
3,47,3,2,44
5,88,4,6,94
7,92,7,6,93
3,40,3,2,23
4,46,3,2,46
5,92,5,9,98
5,70,6,5,73
3,57,3,3,57
4,51,5,2,57
6,87,6,6,85
6,69,4,6,67
5,72,4,3,64
6,98,7,8,93
4,86,4,6,94
4,46,2,0,42
5,67,4,2,70
5,88,6,6,90
4,42,2,2,30
3,82,3,4,84
5,45,4,4,50
3,70,4,5,67
6,77,5,5,87
5,54,3,5,57
2,46,4,3,48
5,82,5,4,73
4,69,4,2,58
5,66,5,2,57
3,56,3,4,49
4,94,6,7,97
2,57,4,3,53
4,61,4,3,61
7,95,7,6,91
6,92,5,5,87
3,65,4,2,50
5,90,4,6,97
4,66,4,2,61
4,79,3,3,72
4,63,3,4,64
5,91,6,6,93
2,47,4,3,38
3,60,2,2,45
5,68,5,5,73
6,82,4,5,79
4,60,4,1,54
4,42,2,1,32
5,70,4,4,67
5,94,5,6,100
5,66,4,5,64
5,85,4,5,75
3,66,4,4,53
4,48,3,1,34
6,96,6,8,100
4,72,6,4,68
3,72,5,3,72
3,65,5,5,65
5,67,5,5,71
5,83,4,7,78
4,82,5,7,85
4,70,4,5,78
6,92,6,6,94
3,40,4,2,36
3,59,3,2,47
2,51,3,0,40
3,56,4,4,42
4,54,2,1,39
5,73,5,2,76
6,89,4,7,95
3,55,4,2,53
4,43,2,0,42
2,47,4,2,35
6,73,4,4,62
4,85,6,4,79
5,64,4,5,73
4,54,4,1,46
3,67,2,2,51
2,48,1,1,36
3,41,4,2,31
4,56,3,0,50
6,97,7,7,94
4,49,3,2,36
1,48,3,2,29
5,70,3,4,70
3,41,2,1,39
4,63,6,5,68
2,58,4,3,45
2,56,4,2,39
4,82,4,3,79
6,88,6,5,89
2,49,3,2,48
6,89,5,8,88
4,94,6,7,100
5,67,4,5,63
4,77,5,5,82
6,87,4,6,96
5,67,3,5,74
7,98,7,8,100
7,89,5,7,94
6,91,4,4,91
6,89,4,7,90
2,40,3,2,32
7,99,9,7,100
3,42,4,3,46
4,54,5,2,54
5,91,7,8,87
3,49,3,2,41
5,60,5,2,58
5,76,4,5,78
2,54,3,3,56
2,62,2,3,49
5,53,4,4,57
5,54,5,4,62
4,49,4,4,48
8,95,8,8,99
4,48,3,2,48
5,83,6,5,83
5,78,5,5,75
4,44,3,1,47
4,64,3,4,64
5,95,7,6,94
3,81,4,4,70
6,96,6,4,88
3,65,5,2,54
3,47,3,3,43
3,61,4,2,52
6,91,7,7,100
4,64,4,3,58
5,87,5,4,94
3,51,2,2,41
3,48,4,0,34
2,49,4,1,39
6,87,5,8,95
4,49,4,2,35
4,48,4,4,42
5,65,4,6,67
4,74,4,4,65
6,66,5,5,76
5,99,6,5,94
5,70,6,6,74
2,58,3,4,50
5,82,4,6,80
5,77,4,5,68
4,45,2,2,43
2,54,4,1,52
4,68,5,5,76
6,86,5,8,99
4,84,6,6,92
5,93,6,7,97
3,44,2,3,30
4,53,3,1,53
6,92,4,6,100
2,41,3,1,40
4,62,3,3,49
6,83,4,8,94
6,91,5,5,93
4,85,4,6,87
2,58,2,3,47
4,63,2,1,50
4,59,3,3,44
5,86,4,5,77
4,66,3,5,60
4,91,4,4,86
2,63,2,3,61
5,56,4,4,62
2,64,2,4,60
6,85,5,4,76
6,94,4,7,100
5,70,4,3,64
5,67,4,2,64
4,89,4,5,97
5,98,5,6,93
5,67,6,4,72
5,61,5,3,66
6,95,5,6,87
4,98,4,6,89
1,44,1,-1,38
5,93,4,4,98
3,83,3,5,72
6,81,6,5,88
3,47,4,2,44
5,77,5,4,78
3,67,3,5,66
5,96,5,8,100
5,86,5,7,95
3,51,3,2,54
6,96,5,7,90
3,64,4,3,50
6,77,6,6,75
3,83,4,4,77
3,54,2,2,50
4,83,5,4,90
4,80,4,5,86
5,90,6,7,100
5,92,4,4,97
5,73,6,5,83
6,99,6,7,100
6,84,5,4,84
2,52,4,3,47
3,47,4,3,52
4,98,5,6,97
4,52,3,3,53
3,75,3,5,64
3,45,3,1,30
5,77,4,4,70
6,71,6,6,80
5,60,5,3,56
6,83,4,5,89
7,83,6,7,90
6,88,6,6,98
5,98,6,6,100
3,46,1,0,40
4,65,4,2,70
4,54,5,5,51
5,95,4,7,94
4,88,4,7,83
5,81,4,4,86
5,62,4,3,57
6,91,6,7,100
3,77,4,4,81
4,80,6,7,82
5,54,4,3,58
5,87,5,6,80
4,92,4,4,82
4,79,5,5,69
4,55,4,3,53
5,71,5,5,69
5,76,4,5,82
5,57,4,4,54
4,59,3,2,46
3,85,4,4,89
4,41,3,2,25
5,94,6,6,90
4,62,4,4,61
5,69,4,2,73
4,42,3,2,31
6,85,5,5,82
4,78,5,4,77
4,86,6,5,80
6,88,7,6,100
2,40,2,0,30
4,80,4,3,66
5,61,5,2,52
4,68,4,3,68
5,53,4,2,50
5,87,5,7,87
6,67,6,4,66
5,60,5,4,55
4,84,5,5,92
5,71,3,2,66
4,45,4,3,36
5,93,4,6,86
2,40,2,3,30
4,60,2,2,61
4,96,6,6,100
3,43,4,1,42
3,42,4,1,41
5,88,4,5,79
5,69,4,4,75
6,70,6,6,68
4,73,4,2,63
4,58,4,2,62
5,59,3,3,49
4,62,2,2,47
7,93,9,9,100
7,98,7,6,93
6,79,6,5,81
4,64,3,3,59
3,54,3,2,53
4,77,6,5,67
4,62,4,5,53
5,91,6,8,98
3,41,3,3,44
8,96,9,9,98
9,96,9,8,99
5,54,3,4,52
6,91,5,7,89
3,83,4,4,70
4,74,6,5,76
3,49,2,0,35
3,53,4,2,48
4,66,4,4,68
5,93,7,7,100
3,53,4,4,39
3,74,5,4,72
6,72,4,5,64
5,91,5,7,89
3,40,2,0,31
5,73,3,3,66
3,58,4,5,63
3,63,4,3,55
4,81,5,5,75
3,43,3,0,32
4,75,5,5,78
2,52,3,2,44
7,97,8,9,100
4,71,6,5,79
3,48,3,1,43
3,78,4,5,68
3,55,5,3,42
6,89,6,6,92
1,42,1,1,20
7,91,5,7,88
3,59,3,3,49
3,49,2,1,30
4,95,5,5,87
6,97,4,6,88
7,97,9,9,100
5,61,4,5,59
5,87,5,5,89
1,42,1,0,21
4,50,2,2,37
5,64,5,3,65
4,81,5,5,76
6,87,5,4,89
4,47,2,1,31
3,48,3,1,44
3,54,3,3,38
5,71,4,4,66
5,92,7,8,100
2,42,2,1,25
1,43,2,0,22
5,69,3,2,65
2,52,4,1,39
4,83,5,4,89
4,60,5,4,54
6,80,5,5,87
5,96,6,6,99
5,85,4,6,78
4,58,4,3,51
4,78,6,5,79
3,87,4,5,94
3,61,4,3,62
5,59,5,5,62
4,76,3,3,65
4,70,4,3,68
2,49,3,2,46
3,57,4,1,60
6,82,4,5,77
4,78,6,5,69
6,85,6,7,96
2,59,4,1,56
3,57,5,4,63
2,50,4,2,45
4,61,4,3,65
5,98,6,7,95
5,83,4,5,91
3,57,3,3,47
4,97,5,5,99
3,73,5,5,79
3,62,2,3,62
3,40,1,0,32
7,94,7,8,97
5,49,3,3,46
5,92,5,6,100
3,40,2,1,34
6,77,6,6,82
5,78,3,4,65
5,88,4,5,88
2,48,4,2,34
3,70,5,5,73
4,46,3,3,47
3,56,4,3,45
5,74,3,3,80
4,87,6,7,95
3,76,3,5,69
6,91,6,7,95
4,57,3,3,43
3,72,5,4,65
4,43,5,3,48
3,62,5,3,57
3,50,5,4,46
5,91,6,5,100
4,48,2,2,38
3,69,4,5,71
3,47,2,1,30
5,79,4,3,67
2,44,4,1,33
4,51,2,1,43
1,40,1,1,18
4,54,4,2,56
4,64,3,3,68
5,57,4,3,49
5,77,4,5,82
6,81,5,7,80
6,85,5,7,78
6,92,7,9,100
4,65,5,4,58
5,79,6,5,90
6,98,7,7,100
4,42,4,1,35
8,93,8,8,95
3,61,3,2,52
4,65,2,2,53
5,58,4,5,56
5,83,5,5,76
7,83,7,7,83
6,86,4,7,96
6,99,6,6,100
5,78,5,3,74
9,98,8,8,100
5,75,5,5,69
2,60,3,1,59
6,80,4,6,87
6,93,4,5,95
7,87,6,6,88
3,65,3,4,63
3,52,4,4,51
5,75,5,3,81
5,63,4,5,65
5,80,4,7,73
4,65,4,2,59
2,60,3,4,44
3,57,5,3,48
2,54,2,0,52
3,54,4,2,40
2,45,1,1,25
6,82,6,8,78
3,70,3,3,54
5,67,3,4,72
3,47,2,0,33
4,68,3,3,66
3,60,3,1,46
4,56,4,2,61
7,95,7,7,96
4,96,6,7,89
6,88,6,7,84
4,63,4,2,62
9,97,8,8,100
7,99,7,8,100
5,89,6,5,83
5,75,3,5,76
4,70,4,3,57
5,86,6,4,80
5,73,5,5,79
3,41,2,1,40
4,81,4,6,81
4,42,3,4,48
5,69,5,3,67
4,47,4,3,42
6,91,5,7,100
4,46,3,0,36
2,51,3,2,42
5,97,6,7,100
3,58,3,3,54
5,65,4,2,55
4,67,5,6,75
4,54,4,3,52
3,53,5,3,58
5,87,6,6,98
5,98,6,6,100
4,53,3,3,40
2,42,4,2,32
6,89,5,7,88
4,68,4,5,60
9,99,7,7,100
6,93,5,8,90
3,45,3,0,34
5,88,7,6,98
5,62,3,2,62
4,67,5,4,65
4,53,4,2,38
4,53,4,2,50
5,59,5,4,55
3,52,4,3,52
4,66,4,3,64
7,99,6,7,100
4,74,4,3,74
4,84,5,4,74
7,95,7,6,100
1,41,2,0,29
3,80,4,5,77
6,84,7,7,80
4,79,4,5,81
6,87,5,5,78
4,63,5,5,66
4,68,5,5,77
2,42,2,0,41
4,84,4,6,74
2,43,3,2,25
5,89,5,7,94
3,41,1,1,24
2,59,3,1,47
6,93,6,8,96
4,92,5,5,94
5,54,3,2,45
6,88,4,6,96
4,71,4,5,72
5,81,6,5,88
4,40,4,3,41
5,77,4,6,82
6,74,6,5,71
5,90,4,6,91
4,46,2,3,32
5,84,5,6,83
4,52,3,4,49
4,88,6,6,98
3,40,3,-1,40
5,53,4,2,39
3,68,3,5,63
5,97,6,4,100
4,42,3,2,34
6,85,6,6,92
6,63,5,4,72
2,40,1,-1,20
7,87,5,6,91
4,49,3,2,50
4,52,3,2,36
5,75,6,6,81
4,48,4,3,47
3,53,4,4,49
5,75,4,4,70
3,49,4,2,46
5,79,4,4,83
5,62,5,4,55
3,74,3,3,62
6,94,6,7,98
4,46,2,2,33
5,81,5,6,82
5,74,4,3,65
2,41,4,1,42
2,54,4,1,45
4,48,4,1,50
3,86,3,4,86
3,56,3,4,60
3,78,5,4,78
5,91,7,8,85
4,57,2,1,39
4,54,4,3,54
5,57,5,3,45
4,63,4,2,64
5,62,4,5,70
5,51,4,4,48
5,62,3,2,57
5,60,5,4,68
4,65,5,5,56
3,47,4,1,45
5,69,4,4,64
3,73,5,3,70
2,41,4,2,44
4,44,5,2,42
5,70,4,4,66
4,72,4,4,76
6,93,6,7,100
3,43,2,3,40
3,45,4,2,45
3,62,4,6,66
5,84,6,4,94
5,58,5,4,64
5,82,5,5,92
6,84,4,6,88
2,47,4,0,45
5,78,3,4,81
4,52,2,2,54
2,40,3,0,28
4,45,5,4,49
5,46,3,3,40
4,87,4,5,94
3,66,5,4,58
4,54,3,2,42
6,91,6,6,100
3,73,3,4,62
6,97,6,5,100
8,96,8,8,94
5,62,4,4,64
4,87,6,6,90
5,88,6,8,98
3,63,4,4,63
3,54,3,3,49
3,74,3,5,64
5,43,3,4,30
5,83,6,5,82
4,76,5,7,86
3,56,4,5,56
4,70,4,4,70
6,77,4,5,76
3,49,4,1,49
6,93,4,6,87
4,89,4,5,86
3,66,2,3,65
5,81,5,5,77
4,45,3,3,49
5,95,5,8,99
4,45,4,0,41
6,91,6,8,98
3,54,4,3,57
3,43,3,1,31
5,96,5,5,86
4,87,5,6,97
7,93,5,7,90
4,95,5,8,98
4,79,3,4,69
1,46,1,0,26
4,90,4,5,91
4,97,5,7,100
5,88,7,6,82
7,92,6,6,97
5,84,6,7,86
5,86,4,6,94
5,65,6,6,76
6,97,6,5,100
5,70,3,2,59
2,41,2,0,22
4,67,5,5,70
5,81,5,5,82
3,52,4,4,53
5,57,3,4,53
3,69,4,4,59
4,94,5,5,94
3,50,2,1,48
4,52,3,1,42
5,90,6,4,95
4,63,2,2,50
4,96,5,6,97
6,68,4,4,77
5,95,7,8,95
5,93,5,5,100
3,44,2,0,28
3,74,4,3,69
3,58,4,3,48
7,94,6,7,91
3,52,5,2,43
2,44,3,1,29
6,83,5,8,88
3,53,2,2,55
5,77,5,4,81
4,61,3,2,63
3,48,2,3,47
5,88,5,5,90
6,79,5,6,80
4,65,4,3,69
3,84,5,4,86
3,44,4,0,43
5,68,6,4,59
4,93,4,7,93
3,61,4,5,60
4,88,5,7,93
4,42,2,1,41
3,67,5,3,71
5,77,4,5,83
5,53,5,4,50
6,86,6,4,96
3,53,5,2,40
6,82,6,5,90
2,50,3,2,46
2,48,2,3,37
6,77,6,6,77
5,86,4,7,88
6,83,4,7,85
4,45,4,2,38
4,40,4,3,41
4,64,4,3,65
4,55,4,4,49
7,91,5,7,97
4,54,5,2,58
4,73,4,5,74
2,56,4,2,49
3,42,1,1,34
3,42,2,1,29
3,76,3,2,76
3,56,5,3,55
6,94,6,7,100
6,88,5,6,98
7,91,5,8,86
5,77,3,4,78
4,40,4,1,27
3,46,2,1,46
5,65,4,3,55
5,86,5,6,90
6,78,5,4,77
4,58,5,4,54
7,91,5,7,94
5,93,5,6,99
4,69,4,4,67
6,82,5,6,94
5,94,6,6,100
2,53,2,2,40
2,52,4,1,43
4,59,5,2,55
3,65,4,1,56
3,66,3,5,57
4,64,4,3,53
3,48,4,1,51
6,80,5,4,74
4,87,4,6,88
4,51,4,0,35
2,49,3,1,36
3,45,3,2,46
5,89,4,5,91
4,73,4,3,74
7,98,7,8,94
6,91,6,4,82
6,80,4,6,77
4,58,3,5,46
2,45,2,0,27
3,41,3,3,34
5,54,5,3,47
3,56,3,2,50
2,55,4,1,40
4,67,3,4,67
3,60,4,2,46
4,47,4,3,41
2,49,3,1,44
3,49,5,3,45
4,89,6,7,91
4,49,2,2,52
4,48,3,3,35
4,67,5,6,59
3,63,3,3,56
4,58,4,3,62
5,72,4,5,64
2,43,3,2,42
7,95,6,7,100
2,42,2,2,33
3,81,5,4,71
2,51,4,1,53
4,57,4,0,46
5,62,4,4,53
5,59,3,4,66
3,45,4,3,33
6,92,4,6,100
3,73,5,5,75
5,81,6,6,85
4,41,4,3,43
4,69,2,1,65
4,48,2,3,36
5,66,4,4,57
3,81,4,3,79
4,73,5,6,69
3,79,5,5,85
4,63,5,4,56
4,88,5,5,83
3,56,3,4,60
5,68,3,3,66
5,75,6,4,76
6,89,4,7,90
5,51,5,3,55
4,70,3,5,74
5,88,4,5,93
4,48,5,2,37
5,58,4,5,47
4,85,6,5,82
3,85,4,6,77
4,56,5,3,61
2,41,2,2,22
4,79,5,6,72
2,44,2,1,24
7,98,8,9,100
5,78,4,4,75
4,93,6,5,91
6,87,5,7,89
3,55,5,4,45
2,56,3,3,46
4,93,5,7,95
5,66,3,5,66
4,46,4,2,49
6,91,4,6,86
5,47,5,3,40
3,47,2,4,50
4,62,4,3,51
6,71,6,4,76
6,82,5,7,94
6,86,7,6,94
4,57,3,2,56
6,77,5,5,86
5,93,5,8,98
3,51,3,1,46
2,54,3,3,55
4,67,3,3,63
7,94,5,8,100
5,77,5,4,84
5,89,5,8,82
8,95,9,7,98
5,70,5,3,78
4,91,6,4,87
4,48,2,2,50
4,47,4,1,42
4,85,3,5,79
4,58,3,3,60
7,90,6,8,100
5,47,4,2,33
3,73,5,3,63
5,96,7,6,95
3,43,4,1,39
6,70,5,4,62
4,77,3,5,76
3,42,3,2,36
5,74,5,4,78
2,58,4,1,41
6,82,5,6,83
6,68,4,6,74
3,49,2,3,36
3,51,4,3,46
4,85,6,6,94
3,69,3,4,65
4,69,4,5,59
6,99,4,7,100
3,57,4,3,50
4,63,3,2,55
5,71,4,2,61
4,48,2,1,42
5,86,5,4,95
5,63,4,4,71
4,65,4,3,55
3,42,3,1,26
5,62,3,3,59
3,50,3,2,37
3,49,3,1,51
6,89,5,5,97
4,75,4,6,71
7,99,7,9,100
4,52,3,3,38
5,68,3,4,70
6,77,6,6,75
5,98,4,7,100
5,92,6,7,91
4,52,2,4,39
5,96,5,6,89
3,65,5,4,52
4,59,5,3,49
3,44,3,0,44
4,59,3,2,46
2,53,4,4,41
6,84,6,6,92
4,53,3,1,51
1,47,2,2,43
6,87,5,5,90
5,52,3,3,40
3,63,3,1,54
2,54,3,2,51
5,90,7,7,96
3,40,4,2,40
4,61,4,3,59
4,73,5,4,69
5,89,4,4,83
6,90,7,8,95
3,79,5,3,81
3,42,3,1,36
5,94,5,7,95
3,65,3,4,56
5,53,4,3,58
6,97,5,6,94
5,80,5,6,90
2,47,2,1,41
4,88,5,5,86
4,94,5,4,97
4,94,6,6,100
5,95,5,6,96
3,55,2,2,50
5,81,5,5,78
5,60,4,3,47
2,49,4,0,40
5,96,6,6,100
4,64,2,2,57
6,95,6,5,97
4,77,3,6,82
4,61,4,3,56
6,88,5,5,97
6,87,7,7,81
4,86,4,4,81
4,93,4,8,100
6,85,4,6,82
4,43,2,0,27
3,43,3,2,46
5,69,3,4,58
4,41,4,3,27
3,68,5,5,72
6,82,5,7,76
6,75,6,4,71
3,60,3,2,50
4,99,4,5,94
3,60,4,3,64
5,87,5,7,80
5,60,3,4,66
4,43,3,1,33
2,40,4,2,23
3,65,2,3,59
9,95,7,9,99
4,90,5,5,90
4,41,2,1,24
4,48,4,2,46
6,94,5,6,97
5,96,7,8,99
5,84,5,5,91
3,57,4,3,52
5,87,4,6,95
5,87,4,7,94
9,96,8,8,100
5,81,4,5,83
6,80,4,6,90
3,50,4,1,38
3,64,3,3,59
5,65,5,3,73
9,97,7,8,100
5,75,5,4,74
6,81,4,4,84
4,74,6,5,77
6,77,6,7,81
3,42,2,2,41
5,98,6,7,100
4,80,5,3,79
4,74,3,4,62
4,89,6,5,88
5,79,4,4,71
4,61,5,4,64
4,47,2,1,48
3,54,5,3,41
4,84,4,6,85
3,46,2,1,35
4,58,4,2,56
6,79,6,5,87
5,81,4,5,75
3,56,3,5,47
3,40,1,0,19
5,84,5,6,82
3,68,5,5,72
6,97,6,7,95
3,52,2,2,52
5,95,7,8,100
4,87,6,5,97
3,68,5,3,61
6,80,5,7,82
5,81,5,5,82
2,45,4,4,37
2,44,2,3,43
3,73,3,2,66
4,50,3,3,38
4,48,3,1,51
5,77,5,4,73
5,79,6,4,72
4,80,5,5,71
3,48,4,2,38
4,47,3,3,32
5,83,6,5,83
5,97,6,6,100
5,79,4,5,70
2,42,3,2,36
2,52,3,0,33
4,58,4,3,55
3,73,5,3,67
4,71,5,4,64
4,88,5,5,96
4,55,2,1,56
4,75,4,2,75
4,57,3,3,58
4,53,2,3,49
5,69,3,5,67
1,41,3,1,39
2,52,3,3,55
4,66,5,2,66
7,98,8,7,99
4,92,5,4,80
6,91,4,6,83
5,56,4,2,53
3,70,5,4,66
2,54,4,3,51
6,96,4,6,100
2,59,4,2,61
4,44,3,0,36
4,46,3,2,48
4,57,4,4,60
6,95,7,6,90
4,50,3,3,47
4,71,3,2,74
6,89,6,8,100
5,66,5,2,61
3,65,5,5,60
4,76,3,3,67
6,84,5,7,80
3,67,5,2,56
5,89,5,7,93
3,41,2,0,34
4,59,2,1,50
4,43,3,2,38
3,52,2,1,50
2,63,2,1,45
7,87,5,6,100
4,77,5,4,73
7,97,7,7,98
5,79,6,5,73
5,87,4,6,80
5,84,5,5,87
5,94,5,6,94
3,68,4,4,58
6,97,4,5,100
4,75,4,3,63
4,41,3,3,26
6,80,6,5,92
3,57,3,3,56
4,88,6,4,77
4,47,2,2,49
7,97,6,7,100
3,54,3,0,52
6,80,6,5,81
3,56,4,1,44
3,62,5,3,50
3,41,2,0,33
3,45,3,2,35
4,68,5,4,71
4,66,3,4,56
6,76,4,5,77
4,88,5,3,94
4,73,4,3,74
3,57,2,1,56
6,81,4,4,80
2,49,3,1,50
4,77,4,4,67
5,98,5,6,100
5,83,5,7,90
5,56,4,3,53
5,98,5,8,100
2,52,2,2,34
5,91,6,6,100
6,99,6,8,94
5,87,5,7,90
6,81,5,6,87
5,66,5,3,62
7,92,5,8,88
